batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
Umar Akmal,1,3,0,0,33.33,st †Mohammad Haris b Usman Qadir,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Umar Akmal,43,14,2,5,307.14,not out,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Umar Akmal,9,6,1,0,150.00,c Shoaib Malik b Fuller,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Umar Akmal,50,23,2,6,217.39,c Shahnawaz Dahani b Imran Tahir,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Umar Akmal,2,5,0,0,40.00,c Gregory b Imad Wasim,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings
Mohammad Rizwan †,5,8,0,0,62.50,lbw b Hassan Khan,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Mohammad Rizwan †,5,3,1,0,166.66,c †Sarfaraz Ahmed b Watson,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Mohammad Rizwan †,37,31,3,1,119.35,b Sohail Tanvir,2016,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Mohammad Rizwan †,4,4,1,0,100.00,c †Kamran Akmal b Tait,2016,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Mohammad Rizwan †,11,12,2,0,91.66,c Morgan b Wahab Riaz,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Mohammad Rizwan †,19,16,1,1,118.75,c Jordan b Mohammad Asghar,2018,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Mohammad Rizwan †,29,22,3,0,131.81,lbw b Sohail Khan,2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Mohammad Rizwan †,1,2,0,0,50.00,c McCullum b Narine,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Mohammad Rizwan †,50,27,5,3,185.18,not out,2016,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Rizwan †,46,28,1,4,164.28,not out,2017,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Mohammad Rizwan †,12,12,0,0,100.00,b Bopara,2016,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Mohammad Rizwan †,3,9,0,0,33.33,b Watson,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Rizwan †,4,4,1,0,100.00,c †Kamran Akmal b Mohammad Hafeez,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Mohammad Rizwan †,21,9,2,1,233.33,not out,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Mohammad Rizwan †,32,24,2,1,133.33,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Mohammad Rizwan †,26,27,0,0,96.29,not out,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Mohammad Rizwan †,0,7,0,0,0.00,c Khalid Latif b Mohammad Irfan,2016,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Rizwan †,16,18,1,0,88.88,c Sameen Gul b Umaid Asif,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Mohammad Rizwan †,1,2,0,0,50.00,c Hammad Azam b Junaid Khan,2019,Dubai International Cricket Stadium,Karachi Kings,Multan Sultans
Mohammad Rizwan †,34,33,1,1,103.03,b Haris Rauf,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Mohammad Rizwan †,32,27,2,0,118.51,not out,2019,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Mohammad Rizwan †,2,5,0,0,40.00,c Fakhar Zaman b Wiese,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Mohammad Rizwan †,10,14,0,0,71.42,c sub (Shan Masood) b Mohammad Ilyas,2019,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
Mohammad Rizwan †,0,1,0,0,0.00,not out,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Grant Elliott,26,30,2,0,86.66,b Mohammad Nawaz,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Grant Elliott,3,4,0,0,75.00,c Asif Ali b Saeed Ajmal,2017,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Grant Elliott,0,3,0,0,0.00,c Sammy b Hasan Ali,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Grant Elliott,17,18,1,0,94.44,c †Sangakkara b Mohammad Amir,2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Grant Elliott,26,17,2,1,152.94,not out,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Grant Elliott,5,5,1,0,100.00,lbw b Shakib Al Hasan,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Grant Elliott,0,3,0,0,0.00,lbw b Shakib Al Hasan,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Grant Elliott,2,4,0,0,50.00,c Usman Shinwari b Shoaib Malik,2017,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Grant Elliott,40,29,2,3,137.93,c Malan b Junaid Khan,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Grant Elliott,3,3,0,0,100.00,c Ehsan Adil b Cooper,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Grant Elliott,5,9,0,0,55.55,c Tait b Wahab Riaz,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Grant Elliott,12,9,0,1,133.33,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Sohail Tanvir,5,8,0,0,62.50,b Mohammad Nawaz,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Sohail Tanvir,1,1,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Sohail Tanvir,1,1,0,0,100.00,not out,2016,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Sohail Tanvir,1,9,0,0,11.11,run out (Jordan),2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Sohail Tanvir,9,8,1,0,112.50,run out (Mohammad Sami),2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Sohail Tanvir,1,4,0,0,25.00,run out (Rumman Raees),2016,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Sohail Tanvir,3,3,0,0,100.00,not out,2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Sohail Tanvir,23,17,2,2,135.29,b Wahab Riaz,2016,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Sohail Tanvir,1,3,0,0,33.33,c Smith b Rumman Raees,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Sohail Tanvir,8,7,1,0,114.28,c Mohammad Nawaz b Elliott,2016,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
Sohail Tanvir,36,29,2,2,124.13,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Sohail Tanvir,22,14,2,0,157.14,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Sohail Tanvir,19,15,1,1,126.66,b Watson,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Sohail Tanvir,2,3,0,0,66.66,run out (Fakhar Zaman/McCullum),2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Sohail Tanvir,34,29,1,4,117.24,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Sohail Tanvir,10,5,2,0,200.00,run out (Mohammad Sami),2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Sohail Tanvir,10,6,2,0,166.66,lbw b Amad Butt,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
Sohail Tanvir,2,2,0,0,100.00,not out,2019,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Sohail Tanvir,2,1,0,0,200.00,not out,2020,Multan Cricket Stadium,Multan Sultans,Karachi Kings
Sohail Tanvir,1,1,0,0,100.00,not out,2020,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
Sohail Tanvir,4,4,0,0,100.00,c & b Hasan Ali,2021,"National Stadium, Karachi",Multan Sultans,Islamabad United
Sohail Tanvir,7,17,0,0,41.17,b Shaheen Shah Afridi,2019,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Sohail Tanvir,10,18,1,0,55.55,not out,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Karachi Kings
Sohail Tanvir,0,3,0,0,0.00,c †Ronchi b Faheem Ashraf,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Sohail Tanvir,0,1,0,0,0.00,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Sohail Tanvir,0,1,0,0,0.00,not out,2020,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Sohail Tanvir,14,14,1,0,100.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
Sohail Tanvir,25,13,1,2,192.30,not out,2020,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Sohail Tanvir,3,5,0,0,60.00,b Wiese,2020,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
Sohail Tanvir,2,3,0,0,66.66,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators
Sohail Tanvir,26,9,3,2,288.88,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
Sohail Tanvir,12,9,1,0,133.33,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Sohail Tanvir,13,8,1,1,162.50,c Rossouw b Willey,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Sohail Tanvir,0,2,0,0,0.00,c Hales b Mohammad Wasim,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Sohail Tanvir,7,10,0,0,70.00,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Sohail Tanvir,2,4,0,0,50.00,c Hazratullah Zazai b Salman Irshad,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Sohail Tanvir,5,8,0,0,62.50,c Rossouw b Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Sunil Narine,26,15,0,3,173.33,lbw b Mills,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Sunil Narine,26,20,2,1,130.00,c Junaid Khan b Mohammad Irfan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Multan Sultans
Sunil Narine,26,12,3,2,216.66,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Sunil Narine,28,10,4,2,280.00,c Anwar Ali b Rahat Ali,2018,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Sunil Narine,2,3,0,0,66.66,c Jordan b Mohammad Hafeez,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Sunil Narine,13,6,1,1,216.66,c Bopara b Mohammad Amir,2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Sunil Narine,0,1,0,0,0.00,c †Mohammad Rizwan b Usman Shinwari,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Sunil Narine,9,4,2,0,225.00,c Misbah-ul-Haq b Russell,2018,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Sunil Narine,12,5,0,2,240.00,lbw b Rumman Raees,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Sunil Narine,3,5,0,0,60.00,b Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Sunil Narine,21,14,2,1,150.00,c Mohammad Asghar b Wahab Riaz,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Sunil Narine,16,9,0,2,177.77,c Imad Wasim b Shoaib Malik,2017,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Sunil Narine,6,5,1,0,120.00,b Faheem Ashraf,2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Sunil Narine,6,7,0,0,85.71,lbw b Mohammad Irfan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Sunil Narine,20,14,2,1,142.85,not out,2018,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Bilawal Bhatti,1,3,0,0,33.33,run out (Perera),2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Bilawal Bhatti,1,4,0,0,25.00,b Shahid Afridi,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Bilawal Bhatti,15,9,1,1,166.66,not out,2016,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Bilawal Bhatti,1,1,0,0,100.00,not out,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Yasir Shah,1,4,0,0,25.00,c & b Hassan Khan,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Yasir Shah,0,2,0,0,0.00,c †Sangakkara b Junaid Khan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Multan Sultans
Yasir Shah,2,4,0,0,50.00,c †Sarfaraz Ahmed b Watson,2018,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Yasir Shah,0,0,0,0,-,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Yasir Shah,6,5,1,0,120.00,b Mills,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Yasir Shah,3,5,0,0,60.00,c Duminy b Patel,2018,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Yasir Shah,0,0,0,0,-,not out,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Yasir Shah,0,2,0,0,0.00,c Dawson b Wahab Riaz,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Yasir Shah,22,19,2,1,115.78,st †Kamran Akmal b Shahid Afridi,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Yasir Shah,7,4,0,1,175.00,run out (†Ronchi),2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Yasir Shah,2,3,0,0,66.66,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Yasir Shah,1,4,0,0,25.00,c Ahsan Ali b Sohail Tanvir,2019,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Yasir Shah,1,1,0,0,100.00,not out,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Irfan,3,3,0,0,100.00,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Mohammad Irfan,0,1,0,0,0.00,c Umar Amin b Watson,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Mohammad Irfan,0,1,0,0,0.00,c †Kamran Akmal b Jordan,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Mohammad Irfan,2,2,0,0,100.00,run out (Asif Ali),2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Mohammad Irfan,1,1,0,0,100.00,run out (Pollard/Mohammad Amir),2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Mohammad Irfan,16,12,1,1,133.33,not out,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Mohammad Irfan,0,1,0,0,0.00,not out,2016,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
Mohammad Irfan,0,1,0,0,0.00,run out (Watson),2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Irfan,1,1,0,0,100.00,not out,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Mohammad Irfan,0,1,0,0,0.00,c Asad Shafiq b Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Mohammad Irfan,0,1,0,0,0.00,b Shaheen Shah Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Mohammad Irfan,0,2,0,0,0.00,not out,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Mohammad Irfan,6,10,1,0,60.00,run out (Denly),2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Mohammad Irfan,0,1,0,0,0.00,b Amad Butt,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Mohammad Irfan,0,0,0,0,-,not out,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Mohammad Irfan,4,2,1,0,200.00,not out,2019,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Mohammad Irfan,4,2,1,0,200.00,not out,2019,Sharjah Cricket Stadium,Multan Sultans,Lahore Qalandars
Mohammad Irfan,0,1,0,0,0.00,not out,2019,Sharjah Cricket Stadium,Multan Sultans,Peshawar Zalmi
Mohammad Irfan,0,1,0,0,0.00,b Sohail Tanvir,2019,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Mohammad Irfan,0,1,0,0,0.00,b Usman Shinwari,2019,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
Mohammad Irfan,0,5,0,0,0.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Mohammad Irfan,0,1,0,0,0.00,b Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Khurram Manzoor,35,39,2,0,89.74,c Asad Shafiq b Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Khurram Manzoor,6,5,1,0,120.00,c Ibtisam Sheikh b Jordan,2018,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Khurram Manzoor,8,13,1,0,61.53,c Umar Akmal b Narine,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Khurram Manzoor,51,41,6,1,124.39,c Sahibzada Farhan b Faheem Ashraf,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Khurram Manzoor,15,12,1,1,125.00,lbw b Finn,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Khurram Manzoor,6,12,1,0,50.00,c & b Mohammad Sami,2018,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Khurram Manzoor,63,40,9,1,157.50,c Usama Mir b Waqas Maqsood,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Joe Denly,14,14,1,0,100.00,run out (Watson),2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Joe Denly,29,39,4,0,74.35,c & b Jordan,2018,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Joe Denly,28,14,5,1,200.00,c Narine b Yasir Shah,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Joe Denly,4,3,1,0,133.33,b Mohammad Sami,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Joe Denly,1,3,0,0,33.33,st †Sarfaraz Ahmed b Mohammad Nawaz,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Joe Denly,78,55,10,2,141.81,c Imran Tahir b Viljoen,2018,Dubai International Cricket Stadium,Karachi Kings,Multan Sultans
Joe Denly,3,4,0,0,75.00,c McCullum b Yasir Shah,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Joe Denly,0,5,0,0,0.00,c Umaid Asif b Hasan Ali,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Joe Denly,36,28,6,1,128.57,b Faheem Ashraf,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Joe Denly,51,46,4,1,110.86,hit wicket b Faheem Ashraf,2018,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Joe Denly,79,46,9,4,171.73,not out,2018,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Joe Denly,31,29,2,2,106.89,c †Mohammad Rizwan b Brathwaite,2021,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Joe Denly,0,1,0,0,0.00,b Mohammad Amir,2021,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Colin Ingram,41,21,5,2,195.23,c Rahat Ali b Archer,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Colin Ingram,23,14,2,1,164.28,c Mohammad Hafeez b Ibtisam Sheikh,2018,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Colin Ingram,28,29,2,1,96.55,c Umar Akmal b Yasir Shah,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Colin Ingram,1,2,0,0,50.00,c †Ronchi b Faheem Ashraf,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Colin Ingram,5,6,1,0,83.33,c Mohammad Nawaz b Hassan Khan,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Colin Ingram,29,8,0,4,362.50,not out,2018,Dubai International Cricket Stadium,Karachi Kings,Multan Sultans
Colin Ingram,12,13,1,0,92.30,c †Gulraiz Sadaf b Sohail Khan,2018,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Colin Ingram,0,8,0,0,0.00,b Wahab Riaz,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Colin Ingram,31,30,2,2,103.33,not out,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Colin Ingram,1,2,0,0,50.00,c Shan Masood b Russell,2019,Dubai International Cricket Stadium,Karachi Kings,Multan Sultans
Colin Ingram,68,39,1,6,174.35,not out,2018,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Colin Ingram,6,6,1,0,100.00,c Abdul Nasir b Cutting,2020,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Colin Ingram,5,3,1,0,166.66,not out,2018,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Colin Ingram,16,14,1,0,114.28,b Shaheen Shah Afridi,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Colin Ingram,1,2,0,0,50.00,not out,2020,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Colin Ingram,21,14,4,0,150.00,run out (Imam-ul-Haq),2019,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Colin Ingram,30,14,1,3,214.28,c Fakhar Zaman b Patel,2020,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Colin Ingram,63,40,6,2,157.50,not out,2020,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Colin Ingram,17,22,1,0,77.27,not out,2021,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Colin Ingram,5,6,1,0,83.33,c Rumman Raees b Faheem Ashraf,2019,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Colin Ingram,127,59,12,8,215.25,not out,2019,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
Colin Ingram,16,12,1,1,133.33,c †Walton b Imad Wasim,2020,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Colin Ingram,13,12,1,0,108.33,c Amad Butt b Rumman Raees,2019,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Colin Ingram,29,19,6,0,152.63,c †Dunk b Salman Irshad,2020,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Colin Ingram,12,15,1,0,80.00,b Haris Rauf,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Colin Ingram,6,5,1,0,120.00,c Shahnawaz Dahani b Sohail Khan,2021,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Colin Ingram,41,25,1,2,164.00,c Livingstone b Hasan Ali,2020,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Colin Ingram,31,24,4,0,129.16,b Mohammad Abbas,2019,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
Colin Ingram,6,4,1,0,150.00,c Vince b Ali,2020,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Colin Ingram,0,1,0,0,0.00,b Ahmed Daniyal,2021,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
Colin Ingram,3,11,0,0,27.27,c Haider Ali b Mahmood,2021,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Colin Ingram,24,10,1,3,240.00,lbw b Mohammad Hasnain,2019,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Colin Ingram,14,15,1,0,93.33,run out (†Walton/Jordan),2020,"National Stadium, Karachi",Islamabad United,Karachi Kings
Colin Ingram,71,37,7,4,191.89,c Wahab Riaz b Mills,2019,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Colin Ingram,23,16,2,1,143.75,c Asif Ali b Muhammad Musa,2019,"National Stadium, Karachi",Karachi Kings,Islamabad United
Ravi Bopara,24,18,4,0,133.33,c Rossouw b Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Ravi Bopara,33,40,3,0,82.50,c Jordan b Mohammad Asghar,2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Ravi Bopara,40,29,3,0,137.93,c sub (Saad Nasim) b Anwar Ali,2016,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Ravi Bopara,16,9,3,0,177.77,c Zulfiqar Babar b Mills,2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
